Date,Season,Week,Home,Visitor,HT,FT,Total Goal,Goal Difference,Result,Home Red Card,Visitor Red Card
27/01/1960,1959,20,Altay,Turanspor,1-0,2-0,2,2,H,0,0
27/01/1960,1959,20,Beykoz 1908,Galatasaray,0-0,2-3,5,-1,A,0,0
30/01/1960,1959,20,Adalet,Fatih Karagumruk,0-0,0-0,0,0,D,0,0
30/01/1960,1959,20,Izmirspor,Turanspor,0-1,0-1,1,-1,A,0,0
30/01/1960,1959,20,Besiktas,Vefa,1-1,2-1,3,1,H,0,0
30/01/1960,1959,20,Karsiyaka,MKE Ankaragucu,1-0,1-1,2,0,D,0,0
30/01/1960,1959,20,Genclerbirligi,Ankara Demirspor,0-0,3-0,3,3,H,1,1
31/01/1960,1959,20,Ankara Keciorengucu,Ankara Demirspor,1-4,1-5,6,-4,A,0,0
31/01/1960,1959,20,Kasimpasa,Istanbulspor,0-3,0-3,3,-3,A,0,0
31/01/1960,1959,20,Karsiyaka,Turanspor,1-0,2-0,2,2,H,0,2
31/01/1960,1959,20,Ferikoy,Fenerbahce,2-1,2-3,5,-1,A,0,0
31/01/1960,1959,20,Izmirspor,MKE Ankaragucu,1-0,3-0,3,3,H,0,0
03/02/1960,1959,21,Vefa,Galatasaray,1-3,1-5,6,-4,A,0,0
03/02/1960,1959,21,Kasimpasa,Fenerbahce,1-2,1-4,5,-3,A,0,0
06/02/1960,1959,21,Kasimpasa,Galatasaray,0-2,0-4,4,-4,A,1,0
06/02/1960,1959,21,Adalet,Beykoz 1908,0-2,0-2,2,-2,A,0,0
06/02/1960,1959,21,MKE Ankaragucu,Genclerbirligi,2-0,4-2,6,2,H,0,0
06/02/1960,1959,21,Goztepe,Istanbulspor,0-0,0-1,1,-1,A,0,0
06/02/1960,1959,21,Altinordu,Ferikoy,1-0,2-1,3,1,H,0,0
06/02/1960,1959,21,Ankara Keciorengucu,Turanspor,0-1,0-1,1,-1,A,0,0
07/02/1960,1959,21,Adalet,Kasimpasa,0-1,4-1,5,3,H,0,1
07/02/1960,1959,21,MKE Ankaragucu,Turanspor,0-2,0-4,4,-4,A,0,0
07/02/1960,1959,21,Goztepe,Ferikoy,1-1,2-1,3,1,H,0,0
07/02/1960,1959,21,Ankara Keciorengucu,Genclerbirligi,1-1,2-2,4,0,D,0,0
07/02/1960,1959,21,Vefa,Fenerbahce,0-1,0-1,1,-1,A,0,0
07/02/1960,1959,21,Altinordu,Istanbulspor,0-0,0-0,0,0,D,0,0
10/02/1960,1959,22,Besiktas,Beykoz 1908,1-0,3-0,3,3,H,0,0
10/02/1960,1959,22,Vefa,Fatih Karagumruk,0-4,1-5,6,-4,A,0,0
13/02/1960,1959,22,Genclerbirligi,Fatih Karagumruk,1-0,3-0,3,3,H,0,0
13/02/1960,1959,22,Izmirspor,Adalet,0-0,1-0,1,1,H,0,0
13/02/1960,1959,22,Ankara Keciorengucu,Galatasaray,0-0,1-2,3,-1,A,0,0
13/02/1960,1959,22,Besiktas,Altay,1-0,1-0,1,1,H,0,1
13/02/1960,1959,22,Karsiyaka,Beykoz 1908,1-1,2-1,3,1,H,0,1
13/02/1960,1959,22,Kasimpasa,Ankara Demirspor,0-1,1-2,3,-1,A,0,0
14/02/1960,1959,22,Kasimpasa,Altay,1-0,1-1,2,0,D,0,0
14/02/1960,1959,22,Ankara Keciorengucu,Fatih Karagumruk,0-3,0-4,4,-4,A,0,0
14/02/1960,1959,22,Izmirspor,Beykoz 1908,4-0,4-1,5,3,H,0,0
14/02/1960,1959,22,Besiktas,Ankara Demirspor,1-1,1-1,2,0,D,0,0
14/02/1960,1959,22,Genclerbirligi,Galatasaray,2-1,2-2,4,0,D,0,0
14/02/1960,1959,22,Karsiyaka,Adalet,0-0,1-0,1,1,H,0,0
17/02/1960,1959,23,Vefa,Istanbulspor,1-0,1-0,1,1,H,0,0
17/02/1960,1959,23,Fenerbahce,Beykoz 1908,2-0,4-0,4,4,H,0,0
20/02/1960,1959,23,Ankara Demirspor,Fatih Karagumruk,0-0,2-1,3,1,H,1,0
20/02/1960,1959,23,Kasimpasa,Altinordu,0-0,1-0,1,1,H,0,0
20/02/1960,1959,23,Besiktas,Goztepe,1-0,3-1,4,2,H,0,0
20/02/1960,1959,23,Altay,Galatasaray,0-1,0-3,3,-3,A,0,0
21/02/1960,1959,23,Altay,Fatih Karagumruk,1-2,1-2,3,-1,A,0,1
21/02/1960,1959,23,Kasimpasa,Goztepe,1-1,1-1,2,0,D,0,0
21/02/1960,1959,23,Ankara Demirspor,Galatasaray,1-0,1-1,2,0,D,0,0
21/02/1960,1959,23,Besiktas,Altinordu,1-0,2-0,2,2,H,0,0
24/02/1960,1959,24,Istanbulspor,Galatasaray,0-0,0-3,3,-3,A,0,0
24/02/1960,1959,24,Ferikoy,Fatih Karagumruk,0-0,0-0,0,0,D,0,0
24/02/1960,1959,24,Altay,Genclerbirligi,2-2,4-2,6,2,H,0,0
27/02/1960,1959,24,Altinordu,Genclerbirligi,1-1,1-1,2,0,D,0,0
27/02/1960,1959,24,Beykoz 1908,Vefa,1-0,1-1,2,0,D,0,0
27/02/1960,1959,24,Adalet,Fenerbahce,0-0,0-1,1,-1,A,0,0
27/02/1960,1959,24,Goztepe,Ankara Keciorengucu,0-1,0-1,1,-1,A,0,0
28/02/1960,1959,24,Ankara Demirspor,Altay,3-0,3-2,5,1,H,0,0
28/02/1960,1959,24,Ferikoy,Adalet,0-0,1-0,1,1,H,0,0
28/02/1960,1959,24,Goztepe,Genclerbirligi,0-0,0-2,2,-2,A,0,0
28/02/1960,1959,24,Altinordu,Ankara Keciorengucu,0-0,0-0,0,0,D,0,0
28/02/1960,1959,24,Istanbulspor,Besiktas,0-1,1-1,2,0,D,0,0
02/03/1960,1959,25,Altay,Ankara Keciorengucu,1-0,2-1,3,1,H,0,0
02/03/1960,1959,25,Besiktas,Kasimpasa,0-0,1-0,1,1,H,0,0
02/03/1960,1959,25,Adalet,Galatasaray,0-2,0-2,2,-2,A,0,0
02/03/1960,1959,25,Ankara Demirspor,Altinordu,1-0,2-1,3,1,H,0,0
05/03/1960,1959,25,Altay,Ferikoy,1-0,2-1,3,1,H,0,0
05/03/1960,1959,25,MKE Ankaragucu,Goztepe,1-1,2-1,3,1,H,0,1
05/03/1960,1959,25,Vefa,Ankara Keciorengucu,1-1,3-1,4,2,H,0,1
05/03/1960,1959,25,Ankara Demirspor,Istanbulspor,1-2,1-2,3,-1,A,0,1
05/03/1960,1959,25,Fenerbahce,Genclerbirligi,3-1,4-3,7,1,H,0,0
05/03/1960,1959,25,Turanspor,Altinordu,2-0,2-1,3,1,H,0,0
06/03/1960,1959,25,Vefa,Genclerbirligi,0-0,1-0,1,1,H,0,0
06/03/1960,1959,25,Turanspor,Goztepe,0-0,1-1,2,0,D,0,0
06/03/1960,1959,25,Altay,Istanbulspor,1-0,2-1,3,1,H,0,0
06/03/1960,1959,25,Fenerbahce,Ankara Keciorengucu,2-1,3-1,4,2,H,0,1
06/03/1960,1959,25,Ankara Demirspor,Ferikoy,1-0,1-0,1,1,H,0,1
06/03/1960,1959,25,MKE Ankaragucu,Altinordu,1-0,2-0,2,2,H,0,0
09/03/1960,1959,26,Ankara Demirspor,Goztepe,0-0,1-0,1,1,H,0,0
09/03/1960,1959,26,Adalet,Istanbulspor,0-0,0-0,0,0,D,0,0
09/03/1960,1959,26,Fatih Karagumruk,Besiktas,0-1,1-4,5,-3,A,0,0
12/03/1960,1959,26,Beykoz 1908,Altinordu,4-2,6-3,9,3,H,0,0
12/03/1960,1959,26,Turanspor,Kasimpasa,0-0,0-1,1,-1,A,0,0
12/03/1960,1959,26,Izmirspor,Vefa,1-1,1-1,2,0,D,0,0
12/03/1960,1959,26,Adalet,Goztepe,0-0,0-0,0,0,D,0,0
12/03/1960,1959,26,MKE Ankaragucu,Besiktas,0-0,0-0,0,0,D,0,0
12/03/1960,1959,26,Karsiyaka,Fenerbahce,1-1,2-2,4,0,D,0,0
13/03/1960,1959,26,Adalet,Altinordu,1-0,1-0,1,1,H,0,0
13/03/1960,1959,26,MKE Ankaragucu,Kasimpasa,1-0,1-1,2,0,D,0,0
13/03/1960,1959,26,Karsiyaka,Vefa,1-1,1-1,2,0,D,0,0
13/03/1960,1959,26,Izmirspor,Fenerbahce,0-2,4-2,6,2,H,0,0
13/03/1960,1959,26,Turanspor,Besiktas,0-0,0-0,0,0,D,0,0
13/03/1960,1959,26,Beykoz 1908,Goztepe,0-0,0-0,0,0,D,0,0
16/03/1960,1959,27,Kasimpasa,Vefa,0-0,0-0,0,0,D,0,0
16/03/1960,1959,27,Istanbulspor,Fenerbahce,1-1,1-2,3,-1,A,0,0
19/03/1960,1959,27,Altinordu,Fatih Karagumruk,0-0,0-1,1,-1,A,0,0
19/03/1960,1959,27,Ferikoy,Ankara Keciorengucu,0-0,0-0,0,0,D,0,0
19/03/1960,1959,27,Goztepe,Galatasaray,0-0,0-1,1,-1,A,0,0
19/03/1960,1959,27,Turanspor,Ankara Demirspor,0-0,1-1,2,0,D,0,0
19/03/1960,1959,27,Istanbulspor,Genclerbirligi,0-0,1-0,1,1,H,0,0
20/03/1960,1959,27,Altinordu,Galatasaray,1-1,1-3,4,-2,A,0,0
20/03/1960,1959,27,Goztepe,Fatih Karagumruk,0-1,0-1,1,-1,A,0,0
20/03/1960,1959,27,Istanbulspor,Ankara Keciorengucu,1-1,2-1,3,1,H,0,0
20/03/1960,1959,27,Ferikoy,Genclerbirligi,1-0,1-0,1,1,H,0,0
23/03/1960,1959,28,Kasimpasa,Beykoz 1908,1-0,1-0,1,1,H,0,0
23/03/1960,1959,28,Vefa,Ferikoy,0-0,0-4,4,-4,A,0,0
26/03/1960,1959,28,Karsiyaka,Besiktas,0-2,0-2,2,-2,A,0,0
26/03/1960,1959,28,Fatih Karagumruk,Istanbulspor,0-0,0-0,0,0,D,0,0
26/03/1960,1959,28,Ankara Demirspor,Vefa,1-0,1-1,2,0,D,0,0
26/03/1960,1959,28,Izmirspor,Kasimpasa,1-0,1-1,2,0,D,0,0
26/03/1960,1959,28,Ferikoy,Galatasaray,1-1,1-2,3,-1,A,0,0
26/03/1960,1959,28,Altay,Fenerbahce,1-1,1-2,3,-1,A,0,0
27/03/1960,1959,28,Altay,Vefa,0-0,0-0,0,0,D,0,0
27/03/1960,1959,28,Beykoz 1908,Ferikoy,0-1,2-1,3,1,H,0,0
27/03/1960,1959,28,Karsiyaka,Kasimpasa,0-0,0-0,0,0,D,0,1
27/03/1960,1959,28,Fatih Karagumruk,Galatasaray,0-0,1-0,1,1,H,0,0
27/03/1960,1959,28,Ankara Demirspor,Fenerbahce,0-0,0-1,1,-1,A,1,0
27/03/1960,1959,28,Izmirspor,Besiktas,0-0,3-1,4,2,H,0,0
30/03/1960,1959,29,Beykoz 1908,Fatih Karagumruk,0-1,0-3,3,-3,A,0,0
30/03/1960,1959,29,Adalet,Besiktas,0-1,0-2,2,-2,A,0,0
30/03/1960,1959,29,Altay,MKE Ankaragucu,1-0,1-1,2,0,D,0,0
02/04/1960,1959,29,Ferikoy,Karsiyaka,0-0,2-0,2,2,H,0,0
02/04/1960,1959,29,Altay,Goztepe,3-1,4-2,6,2,H,0,0
02/04/1960,1959,29,Istanbulspor,Izmirspor,1-2,2-2,4,0,D,0,0
02/04/1960,1959,29,Ankara Keciorengucu,MKE Ankaragucu,0-2,0-2,2,-2,A,0,0
02/04/1960,1959,29,Genclerbirligi,Turanspor,0-0,0-0,0,0,D,0,0
03/04/1960,1959,29,Ferikoy,Izmirspor,0-0,1-0,1,1,H,0,0
03/04/1960,1959,29,Altay,Altinordu,0-2,2-3,5,-1,A,0,0
03/04/1960,1959,29,Istanbulspor,Karsiyaka,1-0,1-0,1,1,H,0,0
06/04/1960,1959,30,Galatasaray,Besiktas,0-0,0-1,1,-1,A,0,0
09/04/1960,1959,30,Turanspor,Istanbulspor,0-0,0-0,0,0,D,0,0
09/04/1960,1959,30,Kasimpasa,Genclerbirligi,0-0,1-1,2,0,D,0,0
09/04/1960,1959,30,Karsiyaka,Goztepe,1-1,1-1,2,0,D,0,0
09/04/1960,1959,30,MKE Ankaragucu,Ferikoy,0-1,0-1,1,-1,A,0,0
09/04/1960,1959,30,Altinordu,Izmirspor,1-0,1-1,2,0,D,1,1
09/04/1960,1959,30,Besiktas,Ankara Keciorengucu,1-0,3-0,3,3,H,0,0
10/04/1960,1959,30,Kasimpasa,Ankara Keciorengucu,1-0,2-1,3,1,H,0,0
10/04/1960,1959,30,Altinordu,Goztepe,0-1,0-1,1,-1,A,0,0
10/04/1960,1959,30,Turanspor,Ferikoy,0-1,0-2,2,-2,A,0,0
10/04/1960,1959,30,Besiktas,Genclerbirligi,1-1,2-1,3,1,H,0,0
10/04/1960,1959,30,Karsiyaka,Izmirspor,0-1,0-1,1,-1,A,0,0
10/04/1960,1959,30,MKE Ankaragucu,Istanbulspor,1-1,1-1,2,0,D,0,0
13/04/1960,1959,31,Galatasaray,Fenerbahce,2-1,2-1,3,1,H,0,0
16/04/1960,1959,31,Altinordu,Karsiyaka,0-1,1-3,4,-2,A,0,0
16/04/1960,1959,31,Galatasaray,Turanspor,0-0,1-0,1,1,H,0,0
16/04/1960,1959,31,Beykoz 1908,Altay,0-0,0-0,0,0,D,0,0
16/04/1960,1959,31,Ankara Demirspor,Adalet,0-0,1-0,1,1,H,0,0
16/04/1960,1959,31,Fatih Karagumruk,MKE Ankaragucu,1-0,1-0,1,1,H,0,0
17/04/1960,1959,31,Fatih Karagumruk,Turanspor,1-0,2-0,2,2,H,0,0
17/04/1960,1959,31,Galatasaray,MKE Ankaragucu,1-0,2-0,2,2,H,0,0
17/04/1960,1959,31,Adalet,Altay,1-1,3-2,5,1,H,0,0
17/04/1960,1959,31,Ankara Demirspor,Beykoz 1908,1-0,1-0,1,1,H,0,0
17/04/1960,1959,31,Izmirspor,Goztepe,1-1,1-2,3,-1,A,0,0
20/04/1960,1959,32,Ferikoy,Istanbulspor,1-0,2-0,2,2,H,0,0
20/04/1960,1959,32,Fatih Karagumruk,Fenerbahce,0-3,3-3,6,0,D,0,0
23/04/1960,1959,32,Fatih Karagumruk,Izmirspor,0-2,2-4,6,-2,A,0,1
23/04/1960,1959,32,Turanspor,Vefa,0-0,1-0,1,1,H,0,0
23/04/1960,1959,32,Galatasaray,Karsiyaka,3-0,5-0,5,5,H,0,0
23/04/1960,1959,32,MKE Ankaragucu,Fenerbahce,0-1,1-4,5,-3,A,0,0
24/04/1960,1959,32,Turanspor,Fenerbahce,1-0,1-3,4,-2,A,0,0
24/04/1960,1959,32,MKE Ankaragucu,Vefa,0-1,1-1,2,0,D,0,0
24/04/1960,1959,32,Galatasaray,Izmirspor,0-1,1-1,2,0,D,1,0
24/04/1960,1959,32,Fatih Karagumruk,Karsiyaka,0-0,1-2,3,-1,A,0,0
27/04/1960,1959,27,MKE Ankaragucu,Ankara Demirspor,1-2,3-2,5,1,H,0,0
27/04/1960,1959,33,Kasimpasa,Fatih Karagumruk,0-0,0-0,0,0,D,0,0
27/04/1960,1959,33,Ferikoy,Besiktas,0-1,0-1,1,-1,A,0,0
07/05/1960,1959,34,Izmirspor,Altay,2-0,2-1,3,1,H,0,0
08/05/1960,1959,34,Altay,Karsiyaka,0-0,0-1,1,-1,A,0,0
14/05/1960,1959,35,Ankara Keciorengucu,Adalet,2-0,2-0,2,2,H,0,0
14/05/1960,1959,35,Vefa,Altinordu,0-0,1-0,1,1,H,0,0
14/05/1960,1959,35,Fenerbahce,Goztepe,0-0,0-0,0,0,D,0,0
14/05/1960,1959,35,Genclerbirligi,Beykoz 1908,1-1,1-1,2,0,D,0,0
14/05/1960,1959,35,Ankara Demirspor,Karsiyaka,0-0,0-1,1,-1,A,0,0
15/05/1960,1959,35,Genclerbirligi,Adalet,0-0,0-1,1,-1,A,0,0
15/05/1960,1959,35,Vefa,Goztepe,1-1,2-2,4,0,D,0,0
15/05/1960,1959,35,Kasimpasa,Ferikoy,0-0,1-2,3,-1,A,0,0
15/05/1960,1959,35,Ankara Keciorengucu,Beykoz 1908,0-1,1-1,2,0,D,0,0
15/05/1960,1959,35,Fenerbahce,Altinordu,1-0,2-0,2,2,H,0,0
18/05/1960,1959,36,Ankara Demirspor,Izmirspor,0-1,0-1,1,-1,A,0,0
18/05/1960,1959,36,Beykoz 1908,Istanbulspor,0-1,1-1,2,0,D,0,0
21/05/1960,1959,36,Adalet,MKE Ankaragucu,0-0,0-0,0,0,D,1,0
21/05/1960,1959,36,Ankara Keciorengucu,Karsiyaka,0-1,1-4,5,-3,A,0,0
21/05/1960,1959,36,Beykoz 1908,Turanspor,0-1,1-1,2,0,D,0,0
21/05/1960,1959,36,Genclerbirligi,Izmirspor,0-1,1-2,3,-1,A,0,0
22/05/1960,1959,36,Adalet,Turanspor,0-1,0-1,1,-1,A,0,0
22/05/1960,1959,36,Beykoz 1908,MKE Ankaragucu,0-1,0-4,4,-4,A,0,0
22/05/1960,1959,36,Genclerbirligi,Karsiyaka,1-0,2-2,4,0,D,0,0
22/05/1960,1959,36,Ankara Keciorengucu,Izmirspor,1-0,1-1,2,0,D,0,0
12/06/1960,1959,37,Fenerbahce,Besiktas,0-0,1-0,1,1,H,0,0
27/08/1960,1960,1,Kasimpasa,Goztepe,0-0,0-0,0,0,D,0,0
27/08/1960,1960,1,Fenerbahce,Vefa,1-0,3-0,3,3,H,0,0
27/08/1960,1960,1,Altay,Altinordu,1-0,0-3,3,-3,A,0,0
27/08/1960,1960,1,Genclerbirligi,Ankara Demirspor,0-0,4-1,5,3,H,0,1
28/08/1960,1960,1,Fatih Karagumruk,Ferikoy,1-0,3-0,3,3,H,0,0
28/08/1960,1960,1,Besiktas,Goztepe,2-0,3-1,4,2,H,0,0
28/08/1960,1960,1,MKE Ankaragucu,Turk Telekom,0-1,3-2,5,1,H,0,0
28/08/1960,1960,1,Izmirspor,Karsiyaka,0-0,0-0,0,0,D,0,0
30/08/1960,1960,1,Vefa,Beykoz 1908,0-1,1-1,2,0,D,0,0
30/08/1960,1960,1,Besiktas,Istanbulspor,2-0,3-0,3,3,H,0,0
30/08/1960,1960,1,Turk Telekom,Genclerbirligi,1-0,1-0,1,1,H,0,0
03/09/1960,1960,2,Izmirspor,Turk Telekom,2-0,4-0,4,4,H,0,0
03/09/1960,1960,2,Altinordu,Turanspor,2-0,2-0,2,2,H,0,0
03/09/1960,1960,2,Ferikoy,Kasimpasa,1-0,1-0,1,1,H,0,0
03/09/1960,1960,2,Genclerbirligi,Istanbulspor,1-1,3-1,4,2,H,0,0
03/09/1960,1960,2,Adana Demirspor,Fenerbahce,0-0,0-2,2,-2,A,0,0
03/09/1960,1960,2,Galatasaray,Vefa,2-0,2-0,2,2,H,0,0
04/09/1960,1960,2,Altinordu,Turk Telekom,1-1,2-1,3,1,H,0,1
04/09/1960,1960,2,Vefa,Kasimpasa,1-1,1-1,2,0,D,0,0
04/09/1960,1960,2,Galatasaray,Ferikoy,0-0,2-0,2,2,H,1,1
04/09/1960,1960,2,Genclerbirligi,Fenerbahce,1-1,1-1,2,0,D,0,0
04/09/1960,1960,2,Izmirspor,Turanspor,0-0,1-0,1,1,H,0,1
04/09/1960,1960,2,Adana Demirspor,Istanbulspor,2-1,2-3,5,-1,A,0,0
10/09/1960,1960,3,Fatih Karagumruk,Vefa,1-0,3-0,3,3,H,0,0
10/09/1960,1960,3,Turk Telekom,Altay,1-1,1-1,2,0,D,0,2
10/09/1960,1960,3,Galatasaray,Istanbulspor,2-0,2-0,2,2,H,0,0
10/09/1960,1960,3,Turanspor,Karsiyaka,1-3,3-3,6,0,D,0,0
11/09/1960,1960,3,Izmirspor,Altinordu,1-0,2-0,2,2,H,0,0
11/09/1960,1960,3,Istanbulspor,Fatih Karagumruk,0-0,0-0,0,0,D,0,0
11/09/1960,1960,3,Fenerbahce,Goztepe,0-0,3-1,4,2,H,0,0
11/09/1960,1960,3,Turk Telekom,Karsiyaka,0-0,1-0,1,1,H,0,0
11/09/1960,1960,3,Turanspor,Altay,2-1,2-2,4,0,D,0,0
13/09/1960,1960,3,Genclerbirligi,Adana Demirspor,0-0,1-0,1,1,H,0,0
17/09/1960,1960,4,Galatasaray,Izmirspor,2-1,3-1,4,2,H,0,1
17/09/1960,1960,4,Karsiyaka,Goztepe,0-0,0-0,0,0,D,0,0
17/09/1960,1960,4,Ferikoy,Altinordu,0-0,0-0,0,0,D,0,0
17/09/1960,1960,4,Altay,Vefa,1-0,1-1,2,0,D,0,0
18/09/1960,1960,4,Ferikoy,Izmirspor,0-0,0-0,0,0,D,0,0
18/09/1960,1960,4,Turanspor,Beykoz 1908,0-1,1-1,2,0,D,0,0
18/09/1960,1960,4,Karsiyaka,Vefa,0-0,0-2,2,-2,A,0,0
18/09/1960,1960,4,Galatasaray,Altinordu,1-0,3-3,6,0,D,0,0
18/09/1960,1960,4,Turk Telekom,Besiktas,0-1,0-1,1,-1,A,0,0
18/09/1960,1960,4,Altay,Goztepe,1-0,2-2,4,0,D,0,0
19/09/1960,1960,4,Turk Telekom,Beykoz 1908,0-0,1-1,2,0,D,1,0
19/09/1960,1960,4,Turanspor,Besiktas,0-0,3-0,3,3,H,0,1
21/09/1960,1960,5,Besiktas,Beykoz 1908,0-0,0-2,2,-2,A,0,0
24/09/1960,1960,5,Turanspor,Turk Telekom,0-1,1-1,2,0,D,0,0
24/09/1960,1960,5,Vefa,Ferikoy,0-0,1-0,1,1,H,0,0
24/09/1960,1960,5,Fenerbahce,Fatih Karagumruk,2-0,2-0,2,2,H,1,1
24/09/1960,1960,5,Genclerbirligi,MKE Ankaragucu,1-0,1-0,1,1,H,0,0
25/09/1960,1960,5,Ankara Demirspor,MKE Ankaragucu,4-2,4-3,7,1,H,0,0
25/09/1960,1960,5,Adana Demirspor,Turk Telekom,0-0,0-0,0,0,D,0,0
28/09/1960,1960,6,Goztepe,Beykoz 1908,1-1,3-2,5,1,H,0,0
01/10/1960,1960,6,Adana Demirspor,Ferikoy,0-1,1-1,2,0,D,0,0
01/10/1960,1960,6,Genclerbirligi,Galatasaray,2-0,3-0,3,3,H,0,0
01/10/1960,1960,6,Karsiyaka,Besiktas,2-1,3-1,4,2,H,0,0
01/10/1960,1960,6,Altay,Beykoz 1908,0-0,0-1,1,-1,A,0,0
02/10/1960,1960,6,Adana Demirspor,Galatasaray,1-0,2-2,4,0,D,0,0
02/10/1960,1960,6,Altay,Besiktas,0-0,0-0,0,0,D,0,0
02/10/1960,1960,6,Genclerbirligi,Ferikoy,0-1,3-1,4,2,H,0,0
02/10/1960,1960,6,Karsiyaka,Beykoz 1908,0-0,0-0,0,0,D,0,0
08/10/1960,1960,7,Beykoz 1908,MKE Ankaragucu,1-1,2-1,3,1,H,0,0
08/10/1960,1960,7,Genclerbirligi,Vefa,1-0,2-1,3,1,H,0,0
08/10/1960,1960,7,Izmirspor,Fatih Karagumruk,0-0,0-0,0,0,D,0,0
08/10/1960,1960,7,Adana Demirspor,Goztepe,1-0,2-1,3,1,H,0,0
08/10/1960,1960,7,Altinordu,Kasimpasa,0-1,0-1,1,-1,A,0,0
08/10/1960,1960,7,Besiktas,Ankara Demirspor,0-0,2-1,3,1,H,0,0
09/10/1960,1960,7,Izmirspor,Kasimpasa,0-1,1-2,3,-1,A,0,0
09/10/1960,1960,7,Genclerbirligi,Goztepe,2-2,2-2,4,0,D,0,0
09/10/1960,1960,7,Besiktas,MKE Ankaragucu,2-0,2-1,3,1,H,0,0
09/10/1960,1960,7,Altinordu,Fatih Karagumruk,0-1,1-1,2,0,D,0,0
09/10/1960,1960,7,Beykoz 1908,Ankara Demirspor,0-0,0-1,1,-1,A,0,0
09/10/1960,1960,7,Adana Demirspor,Vefa,0-2,1-2,3,-1,A,0,0
15/10/1960,1960,8,Ankara Demirspor,Kasimpasa,0-0,0-0,0,0,D,0,0
15/10/1960,1960,8,Beykoz 1908,Genclerbirligi,0-0,2-0,2,2,H,0,0
15/10/1960,1960,8,Besiktas,Adana Demirspor,0-0,3-0,3,3,H,0,0
15/10/1960,1960,8,Karsiyaka,Fenerbahce,0-4,1-7,8,-6,A,0,0
15/10/1960,1960,8,MKE Ankaragucu,Fatih Karagumruk,1-3,1-4,5,-3,A,0,0
15/10/1960,1960,8,Altay,Istanbulspor,2-1,2-1,3,1,H,0,0
16/10/1960,1960,8,Besiktas,Genclerbirligi,0-1,1-1,2,0,D,0,0
16/10/1960,1960,8,Karsiyaka,Istanbulspor,1-1,2-1,3,1,H,0,0
16/10/1960,1960,8,Altay,Fenerbahce,0-0,0-1,1,-1,A,0,0
16/10/1960,1960,8,MKE Ankaragucu,Kasimpasa,0-0,0-0,0,0,D,0,0
16/10/1960,1960,8,Beykoz 1908,Adana Demirspor,1-0,3-0,3,3,H,0,0
16/10/1960,1960,8,Ankara Demirspor,Fatih Karagumruk,1-0,2-1,3,1,H,0,0
21/10/1960,1960,9,MKE Ankaragucu,Fenerbahce,0-2,1-3,4,-2,A,0,0
21/10/1960,1960,9,Ankara Demirspor,Istanbulspor,1-0,2-0,2,2,H,0,0
21/10/1960,1960,9,Altay,Galatasaray,0-0,0-0,0,0,D,0,0
21/10/1960,1960,9,Karsiyaka,Ferikoy,1-0,4-0,4,4,H,0,0
22/10/1960,1960,9,Besiktas,Fatih Karagumruk,0-1,1-1,2,0,D,0,0
22/10/1960,1960,9,Beykoz 1908,Kasimpasa,2-1,3-2,5,1,H,0,1
22/10/1960,1960,9,MKE Ankaragucu,Istanbulspor,1-1,2-2,4,0,D,0,0
22/10/1960,1960,9,Ankara Demirspor,Fenerbahce,2-1,2-2,4,0,D,0,0
22/10/1960,1960,9,Karsiyaka,Galatasaray,0-0,0-1,1,-1,A,0,0
22/10/1960,1960,9,Altay,Ferikoy,0-0,1-0,1,1,H,0,0
25/10/1960,1960,9,Goztepe,Ferikoy,2-1,3-1,4,2,H,0,0
28/10/1960,1960,10,Besiktas,Kasimpasa,1-0,1-1,2,0,D,0,0
28/10/1960,1960,10,Istanbulspor,Ferikoy,0-0,1-0,1,1,H,0,0
29/10/1960,1960,10,Altinordu,Ankara Demirspor,0-0,1-1,2,0,D,0,0
29/10/1960,1960,10,Galatasaray,Fatih Karagumruk,0-0,3-0,3,3,H,0,0
29/10/1960,1960,10,Turk Telekom,Goztepe,1-1,1-1,2,0,D,0,0
29/10/1960,1960,10,Beykoz 1908,Fenerbahce,0-0,0-0,0,0,D,0,0
29/10/1960,1960,10,Turanspor,Vefa,0-1,0-1,1,-1,A,0,0
29/10/1960,1960,10,Izmirspor,MKE Ankaragucu,0-0,1-1,2,0,D,0,0
30/10/1960,1960,10,Turk Telekom,Vefa,0-0,0-0,0,0,D,1,0
30/10/1960,1960,10,Besiktas,Ferikoy,0-0,0-0,0,0,D,0,0
30/10/1960,1960,10,Altinordu,MKE Ankaragucu,0-0,1-1,2,0,D,0,0
30/10/1960,1960,10,Turanspor,Goztepe,1-0,1-0,1,1,H,0,0
30/10/1960,1960,10,Izmirspor,Ankara Demirspor,0-0,1-1,2,0,D,1,0
30/10/1960,1960,10,Istanbulspor,Kasimpasa,0-0,1-0,1,1,H,0,0
05/11/1960,1960,11,Istanbulspor,Goztepe,1-1,2-1,3,1,H,0,0
05/11/1960,1960,11,Ankara Demirspor,Turk Telekom,0-0,1-0,1,1,H,0,0
05/11/1960,1960,11,Beykoz 1908,Galatasaray,0-0,0-0,0,0,D,0,0
05/11/1960,1960,11,Karsiyaka,Genclerbirligi,2-0,3-0,3,3,H,0,0
05/11/1960,1960,11,Altay,Adana Demirspor,2-1,2-1,3,1,H,0,0
06/11/1960,1960,11,Ankara Demirspor,Turanspor,0-0,0-0,0,0,D,0,0
06/11/1960,1960,11,Altay,Genclerbirligi,0-1,0-1,1,-1,A,0,0
